time,open,high,low,close,month,year,evening_star_1,evening_star_3
2019-06-03,2756.47,2758.16,2736.33,2736.62,6,2019,False,True
2019-06-03,2736.89,2755.7,2735.1,2746.25,6,2019,False,False
2019-06-03,2746.19,2752.41,2735.07,2746.7,6,2019,False,False
2019-06-03,2746.8,2749.39,2729.83,2733.69,6,2019,False,True
2019-06-07,2878.69,2879.3,2871.83,2873.34,6,2019,False,True
2019-06-07,2877.6,2880.25,2876.67,2878.67,6,2019,False,False
2019-06-07,2878.65,2879.7,2873.99,2878.7,6,2019,False,False
2019-06-10,2898.25,2898.7,2894.77,2895.7,6,2019,False,True
2019-06-10,2898.66,2904.77,2897.34,2898.26,6,2019,False,False
2019-06-10,2895.83,2899.71,2893.86,2898.66,6,2019,False,False
2019-07-05,2991.17,2992.15,2984.76,2990.41,7,2019,False,False
2019-07-05,2988.41,2994.03,2988.36,2991.15,7,2019,False,False
2019-07-08,2979.77,2980.76,2972.22,2975.79,7,2019,False,True
2019-07-11,3000.01,3000.45,2993.86,2994.18,7,2019,False,True
2019-07-11,2999.76,3001.85,2999.11,3000.02,7,2019,False,False
2019-07-11,2995.53,3000.47,2992.01,2999.79,7,2019,False,False
2019-07-24,3012.83,3017.39,3012.36,3017.39,7,2019,False,False
2019-07-24,3017.4,3019.59,3016.71,3019.56,7,2019,False,False
2019-07-25,3016.26,3016.31,3003.41,3009.27,7,2019,True,False
2019-07-26,3026.55,3027.98,3025.31,3025.86,7,2019,False,False
2019-07-26,3023.52,3027.4,3023.49,3026.54,7,2019,False,False
2019-07-29,3024.47,3025.61,3014.3,3018.0,7,2019,False,True
2019-07-29,3019.98,3022.77,3018.39,3021.79,7,2019,False,False
2019-07-29,3021.65,3021.83,3019.1,3019.72,7,2019,False,True
2019-07-29,3021.79,3022.67,3019.11,3021.67,7,2019,False,False
2019-08-02,2926.97,2934.73,2921.92,2933.38,8,2019,False,False
2019-08-02,2933.34,2944.01,2927.74,2932.05,8,2019,False,False
2019-08-05,2898.07,2898.07,2868.84,2871.19,8,2019,False,True
2019-08-21,2924.88,2926.97,2924.07,2925.67,8,2019,False,False
2019-08-21,2925.75,2926.12,2918.26,2922.66,8,2019,False,True
2019-08-21,2925.68,2926.57,2917.91,2925.7,8,2019,False,False
2019-08-26,2869.62,2879.27,2866.84,2878.38,8,2019,False,False
2019-08-27,2893.14,2898.79,2887.37,2887.77,8,2019,False,False
2019-08-27,2887.7,2890.3,2873.31,2875.23,8,2019,True,False
2019-09-09,2972.18,2978.57,2971.57,2976.74,9,2019,False,False
2019-09-09,2976.91,2979.65,2975.58,2978.43,9,2019,False,False
2019-09-10,2971.01,2971.64,2957.01,2964.41,9,2019,True,False
2019-09-17,3000.22,3006.21,3000.07,3005.69,9,2019,False,False
2019-09-18,3000.66,3001.37,2996.88,2997.2,9,2019,False,True
2019-09-18,3001.5,3001.51,2995.03,3000.7,9,2019,False,False
2019-09-25,2986.04,2989.82,2984.77,2984.87,9,2019,False,False
2019-09-25,2981.48,2986.76,2980.25,2986.05,9,2019,False,False
2019-09-26,2985.73,2985.74,2971.96,2976.32,9,2019,False,True
2019-10-11,2988.12,2990.63,2987.28,2988.7,10,2019,False,False
2019-10-11,2982.29,2989.07,2980.51,2988.07,10,2019,False,False
2019-10-11,2988.71,2992.1,2968.41,2970.27,10,2019,False,True
2019-10-18,2992.02,2993.6,2985.98,2986.2,10,2019,False,True
2019-10-18,2992.63,2995.08,2989.66,2992.05,10,2019,False,False
2019-10-18,2988.2,2992.93,2987.49,2992.64,10,2019,False,False
2019-10-30,3035.87,3050.1,3030.78,3047.36,10,2019,False,False
2019-10-30,3047.3,3047.95,3044.16,3046.77,10,2019,False,False
2019-10-31,3046.9,3046.9,3028.42,3029.93,10,2019,False,True
2019-11-04,3080.78,3081.46,3074.87,3075.64,11,2019,False,True
2019-11-04,3078.73,3081.25,3077.46,3081.25,11,2019,False,False
2019-11-04,3081.26,3081.46,3079.38,3080.76,11,2019,False,False
2019-11-13,3089.79,3095.53,3089.57,3095.09,11,2019,False,False
2019-11-13,3095.08,3096.99,3094.75,3095.36,11,2019,False,False
2019-11-13,3095.36,3098.06,3087.27,3089.32,11,2019,False,True
2019-11-14,3090.75,3096.59,3089.6,3094.52,11,2019,False,False
2019-11-14,3094.54,3095.45,3090.26,3093.51,11,2019,False,False
2019-11-14,3093.54,3093.96,3083.26,3089.36,11,2019,False,True
2019-12-10,3136.7,3138.49,3135.06,3136.51,12,2019,False,False
2019-12-10,3133.75,3138.25,3132.87,3136.7,12,2019,False,False
2019-12-10,3136.5,3137.59,3133.61,3133.73,12,2019,False,True
2019-12-18,3194.55,3196.37,3194.39,3195.31,12,2019,False,False
2019-12-18,3195.29,3196.24,3191.14,3191.14,12,2019,False,True
2019-12-18,3195.29,3196.68,3194.82,3195.29,12,2019,False,False
2019-12-20,3222.97,3223.32,3221.02,3221.86,12,2019,False,True
2019-12-20,3223.03,3224.27,3222.35,3222.97,12,2019,False,False
2019-12-20,3222.74,3225.17,3221.64,3223.03,12,2019,False,False
2020-01-15,3294.75,3296.29,3288.25,3289.84,1,2020,False,True
2020-01-15,3294.73,3298.66,3293.52,3294.74,1,2020,False,False
2020-01-15,3293.02,3297.91,3291.9,3294.71,1,2020,False,False
2020-01-21,3328.22,3329.79,3322.53,3323.58,1,2020,True,False
2020-01-21,3325.36,3329.04,3325.36,3328.22,1,2020,False,False
2020-01-21,3321.56,3326.06,3319.6,3325.33,1,2020,False,False
2020-01-23,3325.19,3326.88,3322.92,3325.54,1,2020,False,False
2020-01-23,3322.55,3326.02,3321.8,3325.19,1,2020,False,False
2020-01-24,3333.1,3333.18,3317.78,3317.81,1,2020,False,True
2020-01-27,3255.31,3258.85,3252.44,3256.58,1,2020,False,False
2020-01-27,3256.62,3257.43,3246.36,3250.41,1,2020,False,True
2020-01-27,3256.58,3258.37,3250.25,3256.6,1,2020,False,False
2020-01-29,3287.59,3289.39,3284.4,3289.37,1,2020,False,False
2020-01-29,3289.35,3293.47,3286.17,3289.52,1,2020,False,False
2020-01-29,3289.55,3290.17,3275.23,3282.24,1,2020,False,True
2020-02-24,3242.36,3244.12,3225.82,3225.89,2,2020,True,False
2020-02-24,3237.86,3253.58,3235.47,3242.38,2,2020,False,False
2020-02-24,3227.43,3239.09,3222.84,3237.85,2,2020,False,False
2020-02-26,3165.65,3182.51,3162.8,3177.06,2,2020,False,False
2020-02-26,3139.9,3175.86,3139.9,3165.59,2,2020,False,False
2020-02-26,3177.02,3177.02,3128.59,3142.0,2,2020,True,False
2020-02-28,2912.77,2959.72,2900.6,2929.05,2,2020,False,False
2020-02-28,2929.16,2950.35,2918.32,2928.34,2,2020,False,False
2020-02-28,2928.34,2928.34,2880.89,2901.39,2,2020,False,True
2020-03-02,3033.33,3090.96,3031.06,3090.23,3,2020,False,False
2020-03-03,3096.46,3136.72,3049.98,3096.65,3,2020,False,False
2020-03-03,3095.88,3110.74,3026.92,3033.81,3,2020,True,False
2020-03-09,2809.09,2814.46,2782.86,2784.89,3,2020,False,True
2020-03-09,2808.6,2838.67,2800.52,2809.18,3,2020,False,False
2020-03-09,2805.88,2816.51,2779.63,2808.7,3,2020,False,False
2020-03-19,2414.02,2456.5,2409.48,2438.28,3,2020,False,False
2020-03-19,2438.16,2466.97,2404.99,2436.15,3,2020,False,False
2020-03-19,2435.98,2449.68,2400.37,2409.39,3,2020,False,True
2020-03-30,2604.44,2607.74,2590.64,2607.55,3,2020,False,False
2020-03-30,2607.55,2611.93,2599.78,2607.17,3,2020,False,False
2020-03-30,2607.11,2608.03,2588.88,2603.4,3,2020,False,True
2020-04-01,2502.96,2522.75,2499.7,2502.91,4,2020,False,False
2020-04-01,2502.85,2508.46,2480.98,2481.58,4,2020,False,True
2020-04-01,2498.08,2512.59,2486.22,2502.84,4,2020,False,False
2020-04-23,2829.68,2844.9,2829.68,2838.49,4,2020,False,False
2020-04-23,2838.47,2838.98,2824.13,2836.55,4,2020,False,False
2020-04-23,2836.58,2837.28,2796.54,2809.26,4,2020,False,True
2020-04-30,2911.72,2917.8,2902.91,2912.43,4,2020,False,False
2020-04-30,2903.59,2914.93,2896.32,2911.73,4,2020,False,False
2020-05-01,2869.09,2869.09,2848.21,2855.68,5,2020,False,True
2020-05-12,2923.62,2934.51,2920.15,2930.35,5,2020,False,False
2020-05-12,2930.41,2932.88,2923.51,2928.46,5,2020,False,False
2020-05-12,2928.46,2929.63,2908.81,2911.65,5,2020,False,True
2020-06-16,3124.12,3138.68,3123.79,3134.94,6,2020,False,False
2020-06-16,3131.39,3138.67,3104.49,3118.48,6,2020,False,True
2020-06-16,3134.94,3140.15,3119.9,3131.7,6,2020,False,False
2020-06-17,3137.82,3141.16,3131.44,3134.66,6,2020,False,False
2020-06-17,3126.77,3138.79,3126.52,3137.81,6,2020,False,False
2020-06-17,3134.69,3138.77,3112.53,3116.28,6,2020,False,True
2020-06-25,3052.3,3079.95,3046.0,3077.25,6,2020,False,False
2020-06-25,3077.16,3086.25,3072.36,3083.76,6,2020,False,False
2020-06-26,3073.2,3073.73,3031.42,3039.21,6,2020,False,True
2020-06-29,3041.91,3046.18,3036.09,3045.35,6,2020,False,False
2020-06-29,3045.35,3047.78,3042.23,3045.52,6,2020,False,False
2020-06-29,3045.56,3049.97,3040.74,3041.02,6,2020,False,True
2020-07-07,3166.44,3179.88,3159.29,3176.86,7,2020,False,False
2020-07-07,3176.87,3184.15,3169.91,3181.93,7,2020,False,False
2020-07-07,3181.87,3182.55,3170.59,3172.93,7,2020,True,False
2020-07-16,3212.83,3216.13,3200.38,3215.83,7,2020,False,False
2020-07-16,3215.84,3220.39,3210.44,3215.57,7,2020,False,False
2020-07-17,3224.21,3226.33,3206.53,3208.63,7,2020,False,True
2020-07-28,3233.97,3239.71,3232.81,3238.67,7,2020,False,False
2020-07-28,3238.69,3243.72,3238.57,3238.61,7,2020,False,False
2020-07-28,3238.6,3241.56,3227.43,3227.56,7,2020,False,True
2020-07-29,3251.41,3261.99,3246.81,3259.79,7,2020,False,False
2020-07-29,3259.75,3264.74,3254.5,3258.44,7,2020,False,False
2020-07-30,3231.76,3232.04,3204.13,3214.66,7,2020,False,True
2020-08-13,3382.97,3384.89,3379.72,3383.1,8,2020,False,False
2020-08-13,3383.08,3387.24,3379.32,3380.62,8,2020,False,True
2020-08-13,3381.92,3385.74,3380.27,3382.97,8,2020,False,False
2020-08-18,3390.39,3393.03,3389.14,3391.7,8,2020,False,False
2020-08-18,3391.7,3394.52,3390.25,3391.55,8,2020,False,False
2020-08-18,3391.53,3393.0,3386.92,3389.78,8,2020,False,True
2020-08-27,3485.27,3496.27,3478.87,3496.24,8,2020,False,False
2020-08-27,3496.22,3499.32,3490.52,3496.97,8,2020,False,False
2020-08-27,3496.99,3498.1,3484.28,3484.55,8,2020,False,True
2020-08-28,3491.05,3495.16,3484.32,3494.4,8,2020,False,False
2020-08-28,3494.31,3497.46,3492.41,3494.33,8,2020,False,False
2020-08-28,3494.37,3499.06,3490.63,3490.63,8,2020,False,True
2020-09-02,3578.09,3588.11,3576.56,3580.84,9,2020,False,False
2020-09-02,3567.13,3580.28,3565.41,3578.03,9,2020,False,False
2020-09-03,3564.74,3564.85,3521.78,3527.06,9,2020,True,True
2020-09-28,3353.6,3359.52,3353.57,3356.67,9,2020,False,False
2020-09-28,3356.61,3360.74,3352.65,3357.24,9,2020,False,False
2020-09-28,3357.26,3357.26,3347.56,3351.6,9,2020,False,True
2020-10-21,3444.42,3454.95,3440.21,3453.0,10,2020,False,False
2020-10-21,3452.99,3458.55,3447.18,3454.19,10,2020,False,False
2020-10-21,3454.2,3456.01,3435.07,3435.56,10,2020,False,True
2020-10-28,3290.06,3297.72,3282.4,3297.24,10,2020,False,False
2020-10-28,3297.27,3301.35,3285.01,3297.42,10,2020,False,False
2020-10-28,3297.46,3305.9,3268.89,3271.03,10,2020,False,True
2020-11-24,3628.84,3637.32,3626.97,3635.99,11,2020,False,False
2020-11-24,3636.03,3637.33,3631.07,3635.41,11,2020,False,False
2020-11-25,3635.5,3635.5,3617.76,3623.16,11,2020,False,True
2020-11-27,3638.35,3638.35,3638.35,3638.35,11,2020,False,False
2020-11-27,3630.92,3639.21,3629.33,3638.35,11,2020,False,False
2020-11-30,3634.18,3634.18,3614.21,3614.7,11,2020,False,True
2020-12-22,3686.04,3694.18,3686.04,3693.53,12,2020,False,False
2020-12-22,3693.54,3697.6,3693.22,3694.87,12,2020,False,False
2020-12-22,3694.86,3694.91,3684.61,3684.92,12,2020,False,True
2021-01-21,3852.96,3858.96,3852.29,3858.4,1,2021,False,False
2021-01-21,3858.45,3861.23,3856.98,3858.56,1,2021,False,False
2021-01-21,3858.51,3861.29,3852.33,3853.06,1,2021,True,False
2021-02-17,3928.99,3933.61,3927.6,3931.33,2,2021,False,False
2021-02-17,3921.1,3931.02,3920.41,3929.02,2,2021,False,False
2021-02-18,3915.86,3915.86,3886.02,3891.31,2,2021,False,True
2021-02-22,3886.92,3899.08,3885.45,3899.08,2,2021,False,False
2021-02-22,3899.04,3900.02,3883.02,3883.45,2,2021,False,True
2021-02-22,3899.08,3902.92,3896.71,3899.1,2,2021,False,False
2021-02-24,3922.15,3925.28,3916.73,3925.13,2,2021,False,False
2021-02-24,3925.17,3928.65,3921.03,3925.42,2,2021,False,False
2021-02-25,3911.16,3925.02,3898.76,3902.6,2,2021,False,True
2021-02-26,3824.46,3861.08,3823.66,3852.79,2,2021,False,False
2021-02-26,3852.77,3857.82,3833.23,3850.7,2,2021,False,False
2021-02-26,3850.81,3852.01,3816.64,3823.68,2,2021,False,True
2021-03-24,3936.11,3937.28,3914.57,3921.84,3,2021,True,True
2021-03-24,3922.89,3942.08,3920.31,3935.93,3,2021,False,False
2021-03-24,3935.98,3937.05,3926.54,3936.04,3,2021,False,False
2021-03-25,3870.28,3893.11,3865.17,3890.64,3,2021,False,False
2021-03-25,3890.92,3901.43,3888.17,3892.23,3,2021,False,False
2021-03-25,3892.27,3899.5,3880.5,3880.7,3,2021,True,False
2021-03-26,3942.79,3944.04,3918.0,3930.31,3,2021,True,False
2021-03-26,3936.3,3944.39,3935.5,3942.78,3,2021,False,False
2021-03-26,3923.84,3936.54,3921.91,3936.23,3,2021,False,False
2021-05-24,4202.49,4208.07,4202.42,4206.94,5,2021,False,False
2021-05-24,4205.95,4206.18,4196.17,4197.06,5,2021,False,True
2021-05-24,4206.95,4209.52,4205.19,4205.9,5,2021,False,False
2021-05-25,4199.24,4200.71,4190.76,4197.66,5,2021,False,False
2021-05-25,4197.69,4198.13,4189.07,4189.67,5,2021,False,True
2021-05-25,4191.71,4200.86,4186.52,4199.2,5,2021,False,False
2021-06-02,4209.39,4215.04,4200.94,4213.54,6,2021,False,False
2021-06-02,4213.6,4217.37,4210.41,4216.12,6,2021,False,False
2021-06-02,4216.13,4217.08,4208.03,4209.34,6,2021,True,False
2021-06-09,4232.15,4232.68,4222.7,4222.7,6,2021,False,True
2021-06-09,4232.63,4232.97,4229.44,4232.16,6,2021,False,False
2021-06-09,4230.75,4233.64,4230.46,4232.65,6,2021,False,False
2021-06-17,4222.45,4231.29,4215.4,4223.12,6,2021,False,False
2021-06-17,4220.37,4231.57,4213.31,4222.4,6,2021,False,False
2021-06-17,4223.17,4228.34,4197.16,4199.56,6,2021,False,True
2021-07-08,4327.58,4329.31,4313.84,4314.92,7,2021,True,False
2021-07-08,4325.02,4330.88,4322.36,4327.54,7,2021,False,False
2021-07-08,4313.03,4325.81,4309.04,4325.01,7,2021,False,False
2021-07-13,4385.26,4391.84,4382.52,4390.77,7,2021,False,False
2021-07-13,4390.22,4392.37,4388.22,4388.66,7,2021,False,False
2021-07-13,4388.65,4390.29,4376.05,4378.85,7,2021,False,True
2021-07-26,4417.32,4421.28,4417.14,4421.13,7,2021,False,False
2021-07-26,4421.13,4422.73,4417.27,4422.31,7,2021,False,False
2021-07-27,4412.2,4412.2,4393.02,4403.77,7,2021,False,True
2021-08-02,4406.86,4422.18,4406.86,4416.13,8,2021,False,False
2021-08-02,4416.19,4418.44,4410.44,4413.97,8,2021,False,False
2021-08-02,4414.09,4414.93,4394.2,4397.5,8,2021,False,True
2021-09-15,4476.32,4484.38,4475.08,4482.25,9,2021,False,False
2021-09-15,4482.23,4486.87,4479.35,4480.69,9,2021,False,False
2021-09-16,4477.09,4485.18,4448.95,4456.13,9,2021,False,True
2021-09-29,4362.72,4381.55,4355.08,4377.88,9,2021,False,False
2021-09-29,4377.92,4385.0,4375.97,4377.55,9,2021,False,False
2021-09-29,4377.55,4378.09,4355.77,4359.45,9,2021,False,True
2021-09-30,4324.91,4346.95,4320.23,4341.93,9,2021,False,False
2021-09-30,4342.0,4353.33,4315.45,4338.7,9,2021,False,False
2021-09-30,4338.68,4346.72,4306.24,4307.53,9,2021,False,True
2021-10-26,4576.17,4584.35,4575.46,4581.24,10,2021,False,False
2021-10-26,4578.69,4598.53,4578.69,4595.65,10,2021,False,False
2021-10-26,4580.94,4587.58,4573.64,4574.8,10,2021,False,True
2021-10-26,4595.69,4597.49,4591.85,4596.04,10,2021,False,False
2021-10-26,4596.07,4596.76,4578.51,4580.28,10,2021,True,False
2021-10-26,4581.4,4586.31,4579.16,4580.96,10,2021,False,False
2021-10-27,4576.64,4582.73,4572.53,4581.54,10,2021,False,False
2021-10-27,4581.55,4584.32,4579.36,4580.18,10,2021,False,False
2021-10-27,4580.38,4581.03,4559.55,4566.61,10,2021,False,True
2021-10-29,4601.42,4601.77,4591.31,4591.31,10,2021,False,True
2021-10-29,4604.03,4604.09,4599.36,4601.36,10,2021,False,False
2021-10-29,4593.94,4604.11,4591.03,4604.05,10,2021,False,False
2021-11-02,4627.49,4632.76,4625.98,4631.06,11,2021,False,False
2021-11-02,4631.03,4633.07,4626.42,4630.66,11,2021,False,False
2021-11-03,4630.65,4630.65,4621.19,4625.77,11,2021,False,True
2021-11-04,4673.17,4676.35,4668.89,4672.97,11,2021,False,False
2021-11-04,4673.01,4675.12,4667.79,4671.9,11,2021,False,True
2021-11-04,4672.07,4673.2,4667.76,4673.14,11,2021,False,False
2021-11-18,4706.2,4708.8,4702.54,4704.55,11,2021,False,False
2021-11-18,4698.09,4706.82,4695.11,4706.22,11,2021,False,False
2021-11-19,4697.84,4710.25,4697.13,4709.94,11,2021,False,False
2021-11-19,4709.97,4713.46,4707.13,4712.96,11,2021,False,False
2021-11-19,4712.91,4717.75,4700.71,4700.92,11,2021,True,False
2021-11-19,4710.31,4710.88,4697.03,4697.92,11,2021,False,True
2021-11-24,4701.64,4702.87,4696.63,4701.45,11,2021,False,False
2021-11-24,4686.22,4702.33,4686.22,4701.61,11,2021,False,False
2021-11-26,4664.63,4664.63,4598.93,4617.23,11,2021,False,True
2021-12-08,4699.94,4705.06,4696.33,4701.22,12,2021,False,False
2021-12-08,4693.75,4700.46,4690.77,4700.0,12,2021,False,False
2021-12-09,4691.0,4694.59,4679.51,4679.59,12,2021,False,True
2021-12-13,4683.5,4690.19,4667.6,4668.98,12,2021,False,True
2021-12-13,4679.24,4687.57,4674.62,4684.04,12,2021,False,False
2021-12-13,4684.04,4690.6,4681.86,4683.58,12,2021,False,False
2021-12-31,4777.59,4777.75,4768.31,4770.42,12,2021,False,True
2021-12-31,4778.47,4778.88,4769.93,4777.45,12,2021,False,False
2021-12-31,4774.4,4786.83,4768.29,4778.43,12,2021,False,False
2022-01-27,4389.89,4410.42,4363.15,4366.28,1,2022,False,True
2022-01-27,4389.33,4416.94,4374.26,4389.81,1,2022,False,False
2022-01-27,4380.58,4428.74,4380.58,4389.5,1,2022,False,False
2022-01-28,4363.67,4387.89,4357.17,4369.62,1,2022,False,False
2022-01-28,4368.87,4383.45,4337.73,4339.2,1,2022,False,True
2022-01-28,4369.18,4377.69,4356.24,4368.74,1,2022,False,False
2022-02-08,4511.36,4520.64,4500.97,4501.83,2,2022,False,True
2022-02-08,4514.05,4525.11,4509.52,4511.32,2,2022,False,False
2022-02-08,4503.02,4517.35,4503.02,4513.95,2,2022,False,False
2022-03-11,4238.91,4255.74,4234.76,4254.34,3,2022,False,False
2022-03-11,4254.42,4258.62,4238.52,4251.14,3,2022,False,False
2022-03-11,4251.15,4251.54,4224.0,4224.06,3,2022,False,True
2022-03-14,4225.72,4226.89,4192.3,4200.89,3,2022,False,True
2022-03-14,4210.43,4237.35,4194.9,4230.82,3,2022,False,False
2022-03-14,4230.95,4247.57,4224.11,4225.68,3,2022,False,False
2022-03-21,4446.81,4474.13,4444.75,4472.11,3,2022,False,False
2022-03-21,4472.2,4475.21,4464.39,4471.68,3,2022,False,False
2022-03-21,4471.73,4471.95,4424.3,4430.31,3,2022,False,True
2022-03-23,4473.28,4475.48,4455.81,4456.23,3,2022,False,True
2022-03-23,4475.58,4479.45,4466.25,4473.96,3,2022,False,False
2022-03-23,4467.31,4475.26,4464.42,4475.22,3,2022,False,False
2022-04-12,4454.64,4459.14,4431.99,4432.68,4,2022,True,True
2022-04-12,4450.6,4456.15,4437.16,4454.38,4,2022,False,False
2022-04-12,4437.59,4471.0,4437.59,4450.5,4,2022,False,False
2022-04-13,4448.43,4453.92,4444.18,4446.6,4,2022,False,False
2022-04-13,4435.45,4449.36,4434.41,4448.35,4,2022,False,False
2022-04-14,4449.12,4460.46,4419.77,4426.93,4,2022,False,True
2022-05-04,4199.67,4282.04,4153.47,4281.4,5,2022,False,False
2022-05-04,4281.55,4307.66,4281.55,4300.16,5,2022,False,False
2022-05-05,4260.23,4260.23,4189.97,4193.26,5,2022,True,True
2022-05-12,3937.7,3940.23,3888.77,3912.61,5,2022,True,False
2022-05-12,3898.83,3943.85,3877.04,3926.99,5,2022,False,False
2022-05-12,3928.07,3964.8,3916.21,3937.36,5,2022,False,False
2022-05-17,4088.24,4090.69,4075.54,4088.84,5,2022,False,False
2022-05-17,4055.34,4090.72,4046.06,4087.7,5,2022,False,False
2022-05-18,4043.9,4044.37,4011.83,4011.83,5,2022,True,True
2022-06-01,4096.5,4124.69,4092.65,4120.67,6,2022,False,False
2022-06-01,4120.79,4128.55,4109.97,4121.46,6,2022,False,False
2022-06-01,4121.53,4127.84,4099.86,4101.24,6,2022,True,False
2022-06-06,4116.18,4127.45,4111.76,4122.28,6,2022,False,False
2022-06-06,4122.27,4141.5,4119.04,4121.25,6,2022,False,False
2022-06-06,4121.06,4125.48,4109.18,4114.16,6,2022,False,True
2022-06-17,3694.06,3694.95,3673.61,3674.85,6,2022,False,True
2022-06-17,3692.51,3704.23,3671.76,3693.89,6,2022,False,False
2022-06-17,3686.66,3700.66,3677.84,3692.43,6,2022,False,False
2022-06-29,3828.7,3828.7,3809.88,3818.84,6,2022,True,False
2022-06-29,3826.75,3828.62,3809.8,3828.62,6,2022,False,False
2022-06-29,3809.93,3830.49,3805.99,3826.71,6,2022,False,False
2022-07-05,3824.46,3832.19,3819.51,3831.38,7,2022,False,False
2022-07-06,3834.6,3848.9,3820.29,3833.82,7,2022,False,False
2022-07-06,3834.01,3837.27,3814.78,3818.33,7,2022,False,True
