time,open,high,low,close,morning_star_1,evening_star_1,morning_star_3,evening_star_3
2021-03-08 11:30:00-05:00,3876.29,3876.64,3855.91,3873.52,False,False,False,False
2021-03-08 12:30:00-05:00,3873.59,3881.06,3871.75,3877.69,False,False,False,False
2021-03-08 13:30:00-05:00,3877.76,3878.12,3846.74,3862.28,False,False,False,False
2021-03-08 14:30:00-05:00,3862.29,3865.01,3832.57,3835.32,False,False,False,False
2021-03-08 15:30:00-05:00,3835.32,3846.82,3819.25,3821.34,False,False,False,False
2021-03-09 09:30:00-05:00,3864.09,3890.46,3857.7,3887.22,False,False,False,False
2021-03-09 10:30:00-05:00,3887.65,3894.22,3884.89,3891.32,False,False,False,False
2021-03-09 11:30:00-05:00,3891.29,3900.91,3888.48,3900.11,False,False,False,False
2021-03-09 12:30:00-05:00,3900.11,3902.86,3893.1,3898.44,False,False,False,False
2021-03-09 13:30:00-05:00,3898.4,3903.76,3893.92,3894.52,False,False,False,False
2021-03-09 14:30:00-05:00,3894.56,3902.6,3894.12,3894.67,False,False,False,False
2021-03-09 15:30:00-05:00,3894.7,3894.8,3874.68,3875.43,False,False,False,False
2021-03-10 09:30:00-05:00,3903.96,3912.54,3888.23,3888.38,False,False,False,False
2021-03-10 10:30:00-05:00,3888.5,3904.21,3885.73,3903.16,False,False,False,False
2021-03-10 11:30:00-05:00,3903.18,3909.76,3895.22,3899.23,False,False,False,False
2021-03-10 12:30:00-05:00,3899.33,3910.89,3894.2,3907.12,False,False,False,False
2021-03-10 13:30:00-05:00,3907.33,3910.34,3896.29,3907.62,False,False,False,False
2021-03-10 14:30:00-05:00,3907.57,3917.35,3904.59,3904.62,False,False,False,False
2021-03-10 15:30:00-05:00,3904.61,3908.07,3897.35,3898.8,False,False,False,False
2021-03-11 09:30:00-05:00,3927.6,3936.63,3921.53,3933.81,False,False,False,False
2021-03-11 10:30:00-05:00,3933.85,3954.47,3933.68,3951.96,False,False,False,False
2021-03-11 11:30:00-05:00,3952.0,3957.95,3950.48,3953.61,False,False,False,False
2021-03-11 12:30:00-05:00,3953.75,3960.27,3949.6,3952.58,False,False,False,False
2021-03-11 13:30:00-05:00,3952.62,3955.62,3948.44,3953.88,False,False,False,False
2021-03-11 14:30:00-05:00,3953.9,3954.78,3942.15,3945.3,False,False,False,False
2021-03-11 15:30:00-05:00,3945.33,3945.5,3937.06,3939.33,False,False,False,False
2021-03-12 09:30:00-05:00,3922.67,3933.88,3915.77,3920.32,False,False,False,False
2021-03-12 10:30:00-05:00,3920.13,3928.53,3915.21,3925.15,False,False,False,False
2021-03-12 11:30:00-05:00,3925.16,3932.93,3922.1,3932.91,False,False,False,False
2021-03-12 12:30:00-05:00,3932.93,3935.61,3925.56,3933.73,False,False,False,False
2021-03-12 13:30:00-05:00,3933.77,3934.66,3929.42,3933.03,False,False,False,False
2021-03-12 14:30:00-05:00,3933.06,3938.65,3931.35,3937.37,False,False,False,False
2021-03-12 15:30:00-05:00,3937.37,3944.99,3937.37,3943.33,False,False,False,False
2021-03-15 09:30:00-04:00,3945.0,3949.99,3935.97,3939.28,False,False,False,False
2021-03-15 10:30:00-04:00,3939.34,3944.67,3931.87,3932.95,False,False,False,False
2021-03-15 11:30:00-04:00,3932.88,3939.85,3923.54,3939.56,False,False,False,False
2021-03-15 12:30:00-04:00,3939.58,3945.44,3938.56,3944.54,False,False,False,False
2021-03-15 13:30:00-04:00,3944.58,3956.22,3944.03,3955.96,False,False,False,False
2021-03-15 14:30:00-04:00,3956.02,3957.87,3948.81,3950.09,False,False,False,False
2021-03-15 15:30:00-04:00,3950.12,3970.08,3947.97,3968.93,False,False,False,False
2021-03-16 09:30:00-04:00,3976.1,3979.23,3970.84,3978.58,False,False,False,False
2021-03-16 10:30:00-04:00,3978.65,3981.04,3973.07,3975.77,False,False,False,False
2021-03-16 11:30:00-04:00,3975.83,3977.27,3963.31,3965.67,False,False,False,False
2021-03-16 12:30:00-04:00,3965.73,3976.03,3965.03,3972.3,False,False,False,False
2021-03-16 13:30:00-04:00,3972.38,3972.64,3955.98,3956.67,False,False,False,False
2021-03-16 14:30:00-04:00,3956.74,3968.05,3953.44,3965.23,False,False,False,False
2021-03-16 15:30:00-04:00,3965.27,3972.79,3961.49,3962.7,False,False,False,False
2021-03-17 09:30:00-04:00,3949.08,3951.76,3940.23,3949.95,False,False,False,False
2021-03-17 10:30:00-04:00,3949.95,3949.95,3935.74,3945.08,False,False,False,False
2021-03-17 11:30:00-04:00,3944.75,3949.61,3941.23,3947.84,False,False,False,False
2021-03-17 12:30:00-04:00,3947.95,3947.96,3940.63,3944.99,False,False,False,False
2021-03-17 13:30:00-04:00,3945.01,3971.24,3940.17,3956.23,False,False,False,False
2021-03-17 14:30:00-04:00,3956.14,3983.87,3953.98,3974.11,False,False,False,False
2021-03-17 15:30:00-04:00,3974.19,3980.1,3967.14,3974.11,False,False,False,False
2021-03-18 09:30:00-04:00,3953.5,3956.65,3943.37,3953.47,False,False,False,False
2021-03-18 10:30:00-04:00,3953.05,3960.72,3948.12,3960.31,False,False,False,False
2021-03-18 11:30:00-04:00,3960.46,3969.62,3956.46,3965.8,False,False,False,False
2021-03-18 12:30:00-04:00,3965.83,3966.19,3947.56,3958.37,False,False,False,False
2021-03-18 13:30:00-04:00,3958.4,3963.7,3941.19,3941.51,False,False,False,False
2021-03-18 14:30:00-04:00,3941.5,3944.55,3922.29,3930.45,False,False,False,False
2021-03-18 15:30:00-04:00,3930.54,3931.76,3910.86,3915.45,False,False,False,False
2021-03-19 09:30:00-04:00,3911.74,3916.33,3886.75,3903.04,False,False,False,False
2021-03-19 10:30:00-04:00,3903.04,3915.11,3893.22,3904.57,False,False,False,False
2021-03-19 11:30:00-04:00,3904.6,3924.41,3903.04,3921.32,False,False,True,False
2021-03-19 12:30:00-04:00,3921.33,3927.09,3917.58,3924.45,False,False,False,False
2021-03-19 13:30:00-04:00,3924.46,3928.59,3917.36,3923.04,False,False,False,False
2021-03-19 14:30:00-04:00,3923.06,3930.12,3920.34,3922.81,False,False,False,False
2021-03-19 15:30:00-04:00,3922.92,3927.91,3911.15,3913.09,False,False,False,False
2021-03-22 09:30:00-04:00,3916.48,3931.73,3914.16,3928.96,False,False,False,False
2021-03-22 10:30:00-04:00,3929.11,3939.24,3928.36,3935.95,False,False,False,False
2021-03-22 11:30:00-04:00,3936.21,3944.45,3936.21,3944.44,False,False,False,False
2021-03-22 12:30:00-04:00,3944.47,3947.41,3942.67,3945.11,False,False,False,False
2021-03-22 13:30:00-04:00,3945.15,3950.5,3945.15,3949.88,False,False,False,False
2021-03-22 14:30:00-04:00,3949.92,3955.31,3945.53,3945.77,False,False,False,False
2021-03-22 15:30:00-04:00,3945.87,3947.22,3938.7,3940.58,False,False,False,False
2021-03-23 09:30:00-04:00,3934.51,3944.84,3931.01,3942.11,False,False,False,False
2021-03-23 10:30:00-04:00,3941.84,3949.06,3927.35,3947.89,False,False,False,False
2021-03-23 11:30:00-04:00,3947.95,3949.13,3936.69,3940.56,False,False,False,False
2021-03-23 12:30:00-04:00,3940.63,3947.72,3937.34,3944.79,False,False,False,False
2021-03-23 13:30:00-04:00,3944.82,3944.99,3930.12,3935.95,False,False,False,False
2021-03-23 14:30:00-04:00,3935.95,3937.36,3905.25,3908.68,False,False,False,False
2021-03-23 15:30:00-04:00,3908.64,3912.37,3901.57,3910.51,False,False,False,False
2021-03-24 09:30:00-04:00,3924.52,3934.23,3917.68,3922.88,False,False,False,False
2021-03-24 10:30:00-04:00,3922.89,3942.08,3920.31,3935.93,False,False,False,False
2021-03-24 11:30:00-04:00,3935.98,3937.05,3926.54,3936.04,False,False,False,False
2021-03-24 12:30:00-04:00,3936.11,3937.28,3914.57,3921.84,False,False,False,True
2021-03-24 13:30:00-04:00,3921.96,3928.76,3913.92,3918.87,False,False,False,False
2021-03-24 14:30:00-04:00,3918.89,3920.27,3907.47,3908.46,False,False,False,False
2021-03-24 15:30:00-04:00,3908.46,3908.93,3889.07,3889.13,False,False,False,False
2021-03-25 09:30:00-04:00,3879.34,3887.14,3864.63,3875.35,False,False,False,False
2021-03-25 10:30:00-04:00,3875.34,3877.01,3853.5,3870.05,False,False,False,False
2021-03-25 11:30:00-04:00,3870.28,3893.11,3865.17,3890.64,False,False,False,False
2021-03-25 12:30:00-04:00,3890.92,3901.43,3888.17,3892.23,False,False,False,False
2021-03-25 13:30:00-04:00,3892.27,3899.5,3880.5,3880.7,False,False,False,False
2021-03-25 14:30:00-04:00,3880.75,3910.78,3880.75,3909.01,False,False,False,False
2021-03-25 15:30:00-04:00,3909.02,3919.54,3907.28,3909.51,False,False,False,False
2021-03-26 09:30:00-04:00,3917.12,3935.59,3917.12,3935.59,False,False,False,False
2021-03-26 10:30:00-04:00,3935.6,3938.3,3920.33,3923.43,False,False,False,False
2021-03-26 11:30:00-04:00,3923.84,3936.54,3921.91,3936.23,False,False,False,False
2021-03-26 12:30:00-04:00,3936.3,3944.39,3935.5,3942.78,False,False,False,False
2021-03-26 13:30:00-04:00,3942.79,3944.04,3918.0,3930.31,False,False,False,False
2021-03-26 14:30:00-04:00,3930.31,3943.26,3917.64,3943.22,False,False,False,False
2021-03-26 15:30:00-04:00,3943.18,3978.19,3943.18,3974.53,False,False,False,False
2021-03-29 09:30:00-04:00,3962.62,3972.12,3947.31,3947.31,False,False,False,False
2021-03-29 10:30:00-04:00,3946.9,3955.86,3943.25,3954.11,False,False,False,False
2021-03-29 11:30:00-04:00,3954.19,3963.51,3950.59,3958.48,False,False,False,False
2021-03-29 12:30:00-04:00,3958.54,3979.72,3957.1,3971.31,False,False,False,False
2021-03-29 13:30:00-04:00,3971.34,3980.75,3966.64,3970.6,False,False,False,False
2021-03-29 14:30:00-04:00,3970.54,3981.83,3963.78,3980.62,False,False,False,False
2021-03-29 15:30:00-04:00,3980.67,3981.13,3966.84,3971.08,False,False,False,False
2021-03-30 09:30:00-04:00,3963.34,3963.34,3944.35,3956.61,False,False,False,False
2021-03-30 10:30:00-04:00,3956.71,3962.94,3955.51,3959.01,False,False,False,False
2021-03-30 11:30:00-04:00,3959.04,3963.29,3949.39,3953.84,False,False,False,False
2021-03-30 12:30:00-04:00,3953.88,3957.47,3948.59,3956.11,False,False,False,False
2021-03-30 13:30:00-04:00,3956.26,3958.74,3951.48,3956.87,False,False,False,False
2021-03-30 14:30:00-04:00,3956.87,3968.01,3955.62,3964.9,False,False,False,False
2021-03-30 15:30:00-04:00,3964.88,3967.65,3948.78,3958.54,False,False,False,False
2021-03-31 09:30:00-04:00,3966.98,3979.52,3966.98,3974.81,False,False,False,False
2021-03-31 10:30:00-04:00,3974.88,3984.21,3974.37,3980.12,False,False,False,False
2021-03-31 11:30:00-04:00,3980.04,3988.91,3979.41,3987.52,False,False,False,False
2021-03-31 12:30:00-04:00,3987.5,3994.02,3987.49,3992.46,False,False,False,False
2021-03-31 13:30:00-04:00,3992.48,3994.41,3985.43,3988.37,False,False,False,False
2021-03-31 14:30:00-04:00,3988.37,3991.6,3985.98,3986.84,False,False,False,False
2021-03-31 15:30:00-04:00,3986.86,3989.47,3972.88,3972.88,False,False,False,False
2021-04-01 09:30:00-04:00,3992.78,4006.5,3992.78,4006.46,False,False,False,False
2021-04-01 10:30:00-04:00,4006.47,4009.88,4002.49,4006.54,False,False,False,False
2021-04-01 11:30:00-04:00,4006.55,4012.2,4005.13,4011.76,False,False,False,False
2021-04-01 12:30:00-04:00,4011.8,4012.75,4007.37,4008.0,False,False,False,False
2021-04-01 13:30:00-04:00,4008.02,4013.64,4007.78,4013.02,False,False,False,False
2021-04-01 14:30:00-04:00,4013.03,4014.34,4008.63,4010.33,False,False,False,False
2021-04-01 15:30:00-04:00,4010.35,4020.63,4009.04,4019.86,False,False,False,False
2021-04-05 09:30:00-04:00,4047.92,4069.17,4047.25,4067.51,False,False,False,False
2021-04-05 10:30:00-04:00,4067.54,4074.72,4067.45,4071.54,False,False,False,False
2021-04-05 11:30:00-04:00,4071.56,4080.43,4071.38,4079.92,False,False,False,False
2021-04-05 12:30:00-04:00,4079.91,4083.42,4075.84,4076.69,False,False,False,False
2021-04-05 13:30:00-04:00,4076.73,4080.05,4075.33,4078.17,False,False,False,False
2021-04-05 14:30:00-04:00,4078.15,4082.06,4071.55,4074.03,False,False,False,False
2021-04-05 15:30:00-04:00,4074.02,4081.69,4072.32,4077.9,False,False,False,False
2021-04-06 09:30:00-04:00,4072.22,4085.69,4069.61,4083.17,False,False,False,False
2021-04-06 10:30:00-04:00,4082.86,4085.13,4079.28,4082.95,False,False,False,False
2021-04-06 11:30:00-04:00,4083.05,4086.23,4081.32,4082.89,False,False,False,False
2021-04-06 12:30:00-04:00,4082.88,4083.09,4072.73,4074.16,False,False,False,False
2021-04-06 13:30:00-04:00,4074.17,4081.67,4072.98,4080.76,False,False,False,False
2021-04-06 14:30:00-04:00,4080.75,4081.68,4073.3,4076.2,False,False,False,False
2021-04-06 15:30:00-04:00,4076.27,4077.05,4068.14,4073.93,False,False,False,False
2021-04-07 09:30:00-04:00,4074.29,4081.67,4072.91,4081.65,False,False,False,False
2021-04-07 10:30:00-04:00,4081.71,4083.13,4075.16,4076.0,False,False,False,False
2021-04-07 11:30:00-04:00,4075.98,4076.22,4069.05,4069.05,False,False,False,False
2021-04-07 12:30:00-04:00,4069.0,4076.43,4068.31,4073.91,False,False,False,False
2021-04-07 13:30:00-04:00,4073.92,4082.49,4073.24,4079.68,False,False,False,False
2021-04-07 14:30:00-04:00,4079.68,4081.42,4072.23,4073.96,False,False,False,False
2021-04-07 15:30:00-04:00,4073.93,4080.53,4071.18,4079.94,False,False,False,False
2021-04-08 09:30:00-04:00,4089.95,4093.87,4082.54,4087.19,False,False,False,False
2021-04-08 10:30:00-04:00,4087.24,4092.34,4086.87,4091.41,False,False,False,False
2021-04-08 11:30:00-04:00,4091.45,4096.45,4089.29,4094.56,False,False,False,False
2021-04-08 12:30:00-04:00,4094.58,4096.22,4092.66,4093.93,False,False,False,False
2021-04-08 13:30:00-04:00,4093.97,4096.82,4091.51,4096.12,False,False,False,False
2021-04-08 14:30:00-04:00,4096.14,4098.19,4095.44,4095.96,False,False,False,False
2021-04-08 15:30:00-04:00,4095.91,4097.47,4093.61,4097.16,False,False,False,False
2021-04-09 09:30:00-04:00,4097.41,4105.24,4095.51,4099.68,False,False,False,False
2021-04-09 10:30:00-04:00,4099.71,4103.56,4097.14,4101.74,False,False,False,False
2021-04-09 11:30:00-04:00,4101.8,4107.25,4101.52,4105.19,False,False,False,False
2021-04-09 12:30:00-04:00,4105.19,4108.28,4105.01,4107.34,False,False,False,False
2021-04-09 13:30:00-04:00,4107.34,4112.08,4107.16,4110.08,False,False,False,False
2021-04-09 14:30:00-04:00,4110.11,4117.88,4107.69,4117.88,False,False,False,False
2021-04-09 15:30:00-04:00,4118.03,4129.48,4118.03,4128.79,False,False,False,False
2021-04-12 09:30:00-04:00,4121.44,4127.97,4117.49,4121.2,False,False,False,False
2021-04-12 10:30:00-04:00,4121.2,4123.03,4114.82,4122.65,False,False,False,False
2021-04-12 11:30:00-04:00,4122.67,4126.09,4119.22,4125.68,False,False,False,False
2021-04-12 12:30:00-04:00,4125.61,4130.33,4124.56,4125.2,False,False,False,False
2021-04-12 13:30:00-04:00,4125.09,4125.19,4119.07,4123.78,False,False,False,False
2021-04-12 14:30:00-04:00,4123.81,4124.27,4118.2,4122.72,False,False,False,False
2021-04-12 15:30:00-04:00,4122.78,4131.76,4121.52,4127.98,False,False,False,False
2021-04-13 09:30:00-04:00,4128.37,4134.18,4124.43,4132.3,False,False,False,False
2021-04-13 10:30:00-04:00,4132.34,4134.84,4130.19,4133.08,False,False,False,False
2021-04-13 11:30:00-04:00,4133.18,4134.98,4130.41,4132.76,False,False,False,False
2021-04-13 12:30:00-04:00,4132.75,4134.08,4128.98,4132.72,False,False,False,False
2021-04-13 13:30:00-04:00,4132.75,4139.8,4132.58,4139.69,False,False,True,False
2021-04-13 14:30:00-04:00,4139.7,4148.0,4139.54,4146.52,False,False,False,False
2021-04-13 15:30:00-04:00,4146.55,4146.92,4140.22,4141.58,False,False,False,False
2021-04-14 09:30:00-04:00,4141.58,4150.94,4137.77,4145.32,False,False,False,False
2021-04-14 10:30:00-04:00,4145.35,4151.69,4139.87,4143.65,False,False,False,False
2021-04-14 11:30:00-04:00,4143.82,4146.77,4141.62,4143.51,False,False,False,False
2021-04-14 12:30:00-04:00,4143.44,4147.93,4143.09,4145.14,False,False,False,False
2021-04-14 13:30:00-04:00,4145.18,4145.18,4124.32,4136.1,False,False,False,False
2021-04-14 14:30:00-04:00,4136.13,4136.91,4121.2,4131.73,False,False,False,False
2021-04-14 15:30:00-04:00,4131.72,4133.26,4120.87,4124.65,False,False,False,False
2021-04-15 09:30:00-04:00,4139.76,4157.41,4139.76,4157.41,False,False,False,False
2021-04-15 10:30:00-04:00,4157.6,4166.65,4157.6,4159.01,False,False,False,False
2021-04-15 11:30:00-04:00,4159.06,4164.44,4158.08,4163.89,False,False,False,False
2021-04-15 12:30:00-04:00,4163.9,4169.14,4163.23,4165.01,False,False,False,False
2021-04-15 13:30:00-04:00,4165.04,4169.17,4164.94,4168.61,False,False,False,False
2021-04-15 14:30:00-04:00,4168.58,4169.58,4161.47,4161.98,False,False,False,False
2021-04-15 15:30:00-04:00,4162.08,4173.49,4161.92,4170.41,False,False,False,False
2021-04-16 09:30:00-04:00,4174.14,4187.16,4170.75,4177.05,False,False,False,False
2021-04-16 10:30:00-04:00,4177.14,4182.2,4175.49,4175.76,False,False,False,False
2021-04-16 11:30:00-04:00,4175.77,4180.93,4174.85,4179.95,False,False,False,False
2021-04-16 12:30:00-04:00,4179.94,4180.75,4176.78,4177.76,False,False,False,False
2021-04-16 13:30:00-04:00,4177.76,4183.73,4176.61,4182.89,False,False,False,False
2021-04-16 14:30:00-04:00,4182.9,4188.21,4182.89,4187.3,False,False,False,False
2021-04-16 15:30:00-04:00,4187.33,4191.31,4183.8,4185.46,False,False,False,False
2021-04-19 09:30:00-04:00,4176.83,4180.81,4163.07,4170.98,False,False,False,False
2021-04-19 10:30:00-04:00,4171.02,4172.73,4156.67,4168.63,False,False,False,False
2021-04-19 11:30:00-04:00,4168.63,4168.87,4155.2,4157.51,False,False,False,False
2021-04-19 12:30:00-04:00,4157.53,4161.96,4150.47,4158.71,False,False,False,False
2021-04-19 13:30:00-04:00,4158.71,4163.23,4156.31,4162.63,False,False,False,False
2021-04-19 14:30:00-04:00,4162.68,4163.95,4154.97,4155.69,False,False,False,False
2021-04-19 15:30:00-04:00,4155.72,4164.11,4153.95,4163.25,False,False,False,False
2021-04-20 09:30:00-04:00,4159.18,4159.18,4149.43,4151.24,False,False,False,False
2021-04-20 10:30:00-04:00,4151.32,4151.32,4123.5,4127.11,False,False,False,False
2021-04-20 11:30:00-04:00,4127.3,4135.91,4118.38,4133.49,False,False,False,False
2021-04-20 12:30:00-04:00,4133.53,4134.25,4124.7,4124.91,False,False,False,False
2021-04-20 13:30:00-04:00,4124.95,4133.05,4124.42,4127.52,False,False,False,False
2021-04-20 14:30:00-04:00,4127.48,4132.09,4119.06,4131.0,False,False,False,False
2021-04-20 15:30:00-04:00,4131.02,4138.49,4130.18,4134.93,False,False,False,False
2021-04-21 09:30:00-04:00,4128.42,4153.07,4126.35,4152.5,False,False,False,False
2021-04-21 10:30:00-04:00,4152.47,4155.69,4147.09,4154.73,False,False,False,False
2021-04-21 11:30:00-04:00,4154.67,4161.67,4154.52,4157.86,False,False,False,False
2021-04-21 12:30:00-04:00,4157.84,4161.68,4156.25,4159.99,False,False,False,False
2021-04-21 13:30:00-04:00,4159.85,4165.06,4159.84,4162.07,False,False,False,False
2021-04-21 14:30:00-04:00,4162.08,4164.58,4160.16,4163.64,False,False,False,False
2021-04-21 15:30:00-04:00,4163.66,4175.02,4163.66,4173.41,False,False,False,False
2021-04-22 09:30:00-04:00,4170.46,4170.46,4157.51,4165.29,False,False,False,False
2021-04-22 10:30:00-04:00,4165.36,4174.19,4165.19,4171.62,False,False,False,False
2021-04-22 11:30:00-04:00,4171.52,4176.28,4169.97,4175.59,False,False,False,False
2021-04-22 12:30:00-04:00,4175.6,4179.57,4144.07,4159.11,False,False,False,False
2021-04-22 13:30:00-04:00,4159.11,4159.11,4123.69,4142.36,False,False,False,False
2021-04-22 14:30:00-04:00,4142.48,4145.99,4129.98,4132.57,False,False,False,False
2021-04-22 15:30:00-04:00,4133.49,4142.18,4132.59,4134.97,False,False,False,False
2021-04-23 09:30:00-04:00,4138.78,4156.38,4138.78,4154.84,False,False,True,False
2021-04-23 10:30:00-04:00,4154.93,4175.19,4154.26,4173.36,False,False,False,False
2021-04-23 11:30:00-04:00,4173.47,4177.44,4172.49,4176.26,False,False,False,False
2021-04-23 12:30:00-04:00,4176.32,4184.97,4176.29,4182.57,False,False,False,False
2021-04-23 13:30:00-04:00,4182.63,4185.98,4180.12,4182.02,False,False,False,False
2021-04-23 14:30:00-04:00,4182.04,4190.25,4181.46,4189.61,False,False,False,False
2021-04-23 15:30:00-04:00,4189.61,4194.17,4179.32,4180.16,False,False,False,False
2021-04-26 09:30:00-04:00,4185.03,4194.16,4184.81,4190.27,False,False,False,False
2021-04-26 10:30:00-04:00,4190.24,4193.5,4188.48,4191.55,False,False,False,False
2021-04-26 11:30:00-04:00,4191.58,4191.71,4185.23,4186.25,False,False,False,False
2021-04-26 12:30:00-04:00,4186.29,4190.23,4185.36,4186.05,False,False,False,False
2021-04-26 13:30:00-04:00,4185.99,4191.54,4185.41,4191.47,False,False,False,False
2021-04-26 14:30:00-04:00,4191.35,4194.19,4184.76,4185.16,False,False,False,False
2021-04-26 15:30:00-04:00,4185.17,4191.12,4182.36,4187.61,False,False,False,False
2021-04-27 09:30:00-04:00,4190.92,4192.65,4176.22,4183.85,False,False,False,False
2021-04-27 10:30:00-04:00,4183.95,4185.5,4177.92,4184.26,False,False,False,False
2021-04-27 11:30:00-04:00,4184.27,4189.34,4183.54,4188.89,False,False,False,False
2021-04-27 12:30:00-04:00,4188.94,4188.94,4181.99,4185.61,False,False,False,False
2021-04-27 13:30:00-04:00,4185.63,4187.64,4182.8,4187.61,False,False,False,False
2021-04-27 14:30:00-04:00,4187.66,4191.24,4185.34,4190.41,False,False,False,False
2021-04-27 15:30:00-04:00,4190.45,4193.35,4186.26,4186.71,False,False,False,False
2021-04-28 09:30:00-04:00,4191.11,4197.04,4185.96,4193.72,False,False,False,False
2021-04-28 10:30:00-04:00,4193.71,4194.34,4189.51,4191.27,False,False,False,False
2021-04-28 11:30:00-04:00,4191.29,4191.51,4183.65,4188.18,False,False,False,False
2021-04-28 12:30:00-04:00,4188.21,4191.22,4187.68,4190.21,False,False,False,False
2021-04-28 13:30:00-04:00,4190.24,4193.94,4181.78,4188.49,False,False,False,False
2021-04-28 14:30:00-04:00,4188.55,4201.53,4184.19,4191.76,False,False,False,False
2021-04-28 15:30:00-04:00,4191.79,4193.57,4182.18,4183.17,False,False,False,False
2021-04-29 09:30:00-04:00,4215.52,4218.78,4198.45,4200.16,False,False,False,False
2021-04-29 10:30:00-04:00,4200.24,4200.92,4187.69,4196.55,False,False,False,False
2021-04-29 11:30:00-04:00,4196.51,4196.58,4176.81,4183.1,False,False,False,False
2021-04-29 12:30:00-04:00,4183.07,4197.0,4180.87,4196.06,False,False,False,False
2021-04-29 13:30:00-04:00,4196.16,4205.18,4192.93,4204.5,False,False,False,False
2021-04-29 14:30:00-04:00,4204.54,4216.1,4204.54,4207.52,False,False,False,False
2021-04-29 15:30:00-04:00,4207.55,4214.24,4207.04,4211.46,False,False,False,False
2021-04-30 09:30:00-04:00,4188.59,4196.84,4185.52,4196.54,False,False,False,False
2021-04-30 10:30:00-04:00,4196.58,4196.58,4180.11,4180.56,False,False,False,False
2021-04-30 11:30:00-04:00,4180.53,4189.9,4178.65,4187.89,False,False,False,False
2021-04-30 12:30:00-04:00,4188.07,4189.11,4182.44,4188.5,False,False,False,False
2021-04-30 13:30:00-04:00,4188.52,4189.99,4175.6,4184.12,False,False,False,False
2021-04-30 14:30:00-04:00,4184.11,4186.07,4177.4,4185.85,False,False,False,False
2021-04-30 15:30:00-04:00,4186.03,4186.67,4174.85,4181.16,False,False,False,False
2021-05-03 09:30:00-04:00,4201.86,4209.39,4197.55,4204.27,False,False,False,False
2021-05-03 10:30:00-04:00,4204.41,4208.11,4193.17,4193.49,False,False,False,False
2021-05-03 11:30:00-04:00,4193.55,4200.82,4192.82,4195.49,False,False,False,False
2021-05-03 12:30:00-04:00,4195.51,4198.17,4193.42,4194.87,False,False,False,False
2021-05-03 13:30:00-04:00,4194.9,4200.81,4194.25,4200.51,False,False,False,False
2021-05-03 14:30:00-04:00,4200.52,4203.93,4196.16,4197.31,False,False,False,False
2021-05-03 15:30:00-04:00,4197.33,4197.54,4188.03,4192.65,False,False,False,False
2021-05-04 09:30:00-04:00,4170.87,4176.83,4143.03,4154.56,False,False,False,False
2021-05-04 10:30:00-04:00,4154.4,4155.93,4131.24,4140.29,False,False,False,False
2021-05-04 11:30:00-04:00,4140.19,4146.11,4128.59,4145.83,False,False,False,False
2021-05-04 12:30:00-04:00,4145.98,4150.25,4137.41,4148.05,False,False,False,False
2021-05-04 13:30:00-04:00,4148.1,4153.71,4143.38,4148.49,False,False,False,False
2021-05-04 14:30:00-04:00,4148.7,4155.31,4146.38,4150.42,False,False,False,False
2021-05-04 15:30:00-04:00,4150.34,4165.62,4147.74,4164.65,False,False,False,False
2021-05-05 09:30:00-04:00,4182.78,4185.31,4160.94,4169.32,False,False,False,False
2021-05-05 10:30:00-04:00,4169.37,4180.5,4169.0,4178.75,False,False,False,False
2021-05-05 11:30:00-04:00,4178.67,4187.72,4178.2,4183.65,False,False,False,False
